url,product_name,sku,upc,features,image,specifications
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-chrome-with-metal-lever-handle-u-4279ls-apc-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Polished Chrome | Model Number: U.4279LS-APC-2,U4279LSAPC2,824438347847,"['Add elegance and old world charm with a bridge kitchen faucet', 'Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage', 'Matching Bar/Food Prep kitchen faucet is available', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Ceramic disc cartridge for durability and long-lasting performance', 'Sidespray allows for greater sink accessibility', '3-hole installation', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104517/115013/ic0vktz54jrwtwurq600__25901.1652162750.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""LIMITED LIFETIME WARRANTY"", ""Product Type"": ""KITCHEN FAUCETS"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""3"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""DECK"", ""Shape"": ""U-SPOUT""}"
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-chrome-with-metal-lever-handle-u-4279ls-apc-2/,,,,,,
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-nickel-with-metal-lever-handle-u-4279ls-pn-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Polished Nickel | Model Number: U.4279LS-PN-2,U4279LSPN2,824438347854,"['Add elegance and old world charm with a bridge kitchen faucet', 'Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage', 'Matching Bar/Food Prep kitchen faucet is available', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Ceramic disc cartridge for durability and long-lasting performance', 'Sidespray allows for greater sink accessibility', '3-hole installation', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104518/122343/6e64eece95770f4f40a92857580bc5b5db96a26f__56524.1779349626.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""LIMITED LIFETIME WARRANTY"", ""Product Type"": ""KITCHEN FAUCETS"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""3"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""DECK"", ""Shape"": ""U-SPOUT""}"
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-nickel-with-metal-lever-handle-u-4279ls-pn-2/,,,,,,
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-english-gold-with-metal-lever-handle-model-number-u-4279ls-seg-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Satin English Gold | Model Number: U.4279LS-SEG-2,U4279LSSEG2,824438591981,"['Add elegance and old world charm with a bridge kitchen faucet', 'Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage', 'Matching Bar/Food Prep kitchen faucet is available', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Ceramic disc cartridge for durability and long-lasting performance', 'Sidespray allows for greater sink accessibility', '3-hole installation', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/113408/125034/89258815eaed4dfbaa6115720f96576183372737__86225.1779352685.jpg?c=1,"{""Room"": ""KITCHEN"", ""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""KITCHEN FAUCETS"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""3"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""DECK""}"
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-english-gold-with-metal-lever-handle-model-number-u-4279ls-seg-2/,,,,,,
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-nickel-with-metal-lever-handle-u-4279ls-stn-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Satin Nickel | Model Number: U.4279LS-STN-2,U4279LSSTN2,824438347861,"['Add elegance and old world charm with a bridge kitchen faucet', 'Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage', 'Matching Bar/Food Prep kitchen faucet is available', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Ceramic disc cartridge for durability and long-lasting performance', 'Sidespray allows for greater sink accessibility', '3-hole installation', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104524/115019/iitxs3pdnmwuchvbkq4e__66059.1652162752.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""LIMITED LIFETIME WARRANTY"", ""Product Type"": ""KITCHEN FAUCETS"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""3"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""DECK"", ""Shape"": ""U-SPOUT""}"
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-nickel-with-metal-lever-handle-u-4279ls-stn-2/,,,,,,
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-unlacquered-brass-with-metal-lever-handle-u-4279ls-ulb-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Unlacquered Brass | Model Number: U.4279LS-ULB-2,U4279LSULB2,824438347892,"['Add elegance and old world charm with a bridge kitchen faucet', 'Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage', 'Matching Bar/Food Prep kitchen faucet is available', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Ceramic disc cartridge for durability and long-lasting performance', 'Sidespray allows for greater sink accessibility', '3-hole installation', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104527/123151/1d9788ef5b7744ad7f7b47a0602aff02e05c7d61__50313.1779350497.jpg?c=1,"{""Warranted Finish"": ""NO"", ""Warranty"": ""NO EXPRESS WARRANTY"", ""Product Type"": ""KITCHEN FAUCETS"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""3"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""DECK"", ""Shape"": ""U-SPOUT""}"
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-unlacquered-brass-with-metal-lever-handle-u-4279ls-ulb-2/,,,,,,
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-english-bronze-with-metal-lever-handle-u-1347ls-eb-2/,DISCONTINUED Holborn™ Hot Water Dispenser - English Bronze | Model Number: U.1347LS-EB-2,U1347LSEB2,824438348387,"['Dedicated energy-saving hot water dispenser is ideal for preparation of hot drinks, thawing frozen vegetables and cleaning grease', 'Hot water .5 GPM/1.9 LPM at 45 PSI', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Only compatible with the Perrin & Rowe U.1998 high performance hot water tank and U.1106 filter system', 'Does not work with ISE tank systems']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104514/114976/ubthe4rsssav9qdgzl0k__63219.1652162737.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""HOT WATER DISPENSER"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""1"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""SINGLE HOLE"", ""Shape"": ""C-SPOUT""}"
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-english-bronze-with-metal-lever-handle-u-1347ls-eb-2/,,,,,,
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-english-gold-with-metal-lever-handle-u-1347ls-eg-2/,Holborn™ Hot Water Dispenser - English Gold | Model Number: U.1347LS-EG-2,U1347LSEG2,824438348394,"['Dedicated energy-saving hot water dispenser is ideal for preparation of hot drinks, thawing frozen vegetables and cleaning grease', 'Hot water .5 GPM/1.9 LPM at 45 PSI', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Only compatible with the Perrin & Rowe U.1998 high performance hot water tank and U.1106 filter system', 'Does not work with ISE tank systems', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.', 'Handle may only be installed on the right side.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104513/114977/livifu5zxiqgk7lse6li__36423.1652162737.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""HOT WATER DISPENSER"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""1"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""SINGLE HOLE"", ""Shape"": ""C-SPOUT""}"
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-english-gold-with-metal-lever-handle-u-1347ls-eg-2/,,,,,,
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-polished-chrome-with-metal-lever-handle-u-1347ls-apc-2/,Holborn™ Hot Water Dispenser - Polished Chrome | Model Number: U.1347LS-APC-2,U1347LSAPC2,824438348356,"['Dedicated energy-saving hot water dispenser is ideal for preparation of hot drinks, thawing frozen vegetables and cleaning grease', 'Hot water .5 GPM/1.9 LPM at 45 PSI', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Only compatible with the Perrin & Rowe U.1998 high performance hot water tank and U.1106 filter system', 'Does not work with ISE tank systems', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.', 'Handle may only be installed on the right side.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104515/114978/gd41knin0t2xzpcse3rb__13018.1652162738.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""HOT WATER DISPENSER"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""1"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""SINGLE HOLE"", ""Shape"": ""C-SPOUT""}"
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-polished-chrome-with-metal-lever-handle-u-1347ls-apc-2/,,,,,,
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-polished-nickel-with-metal-lever-handle-u-1347ls-pn-2/,Holborn™ Hot Water Dispenser - Polished Nickel | Model Number: U.1347LS-PN-2,U1347LSPN2,824438348363,"['Dedicated energy-saving hot water dispenser is ideal for preparation of hot drinks, thawing frozen vegetables and cleaning grease', 'Hot water .5 GPM/1.9 LPM at 45 PSI', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Only compatible with the Perrin & Rowe U.1998 high performance hot water tank and U.1106 filter system', 'Does not work with ISE tank systems', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.', 'Handle may only be installed on the right side.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104509/114979/g1plv1pz9kyg0peqlqsw__14575.1652162738.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""HOT WATER DISPENSER"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""1"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""SINGLE HOLE"", ""Shape"": ""C-SPOUT""}"
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-polished-nickel-with-metal-lever-handle-u-1347ls-pn-2/,,,,,,
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-satin-english-gold-with-metal-lever-handle-u-1347ls-seg-2/,Holborn™ Hot Water Dispenser - Satin English Gold | Model Number: U.1347LS-SEG-2,U1347LSSEG2,824438371507,"['Dedicated energy-saving hot water dispenser is ideal for preparation of hot drinks, thawing frozen vegetables and cleaning grease', 'Hot water .5 GPM/1.9 LPM at 45 PSI', 'Solid brass construction delivers the utmost in beauty, durability and long-lasting performance', 'Only compatible with the Perrin & Rowe U.1998 high performance hot water tank and U.1106 filter system', 'Does not work with ISE tank systems', 'Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.', 'Handle may only be installed on the right side.']",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104511/114980/ybapqltdnfswfpshvvbu__35323.1652162738.jpg?c=1,"{""Warranted Finish"": ""YES"", ""Warranty"": ""5-YEAR LIMITED WARRANTY"", ""Product Type"": ""HOT WATER DISPENSER"", ""Style"": ""TRANSITIONAL"", ""Hole Configuration"": ""1"", ""Mounting Location"": ""DECK"", ""Installation Type"": ""SINGLE HOLE"", ""Shape"": ""C-SPOUT""}"
https://houseofrohl.com/holborn-c-spout-hot-water-faucet-satin-english-gold-with-metal-lever-handle-u-1347ls-seg-2/,,,,,,
